,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Date
0,Goldman Sachs TreasuryAccess 0-1,100.46,100.44 - 100.46,,100.46,100.12 - 100.98,,321779.0,,,495355.0,55020000.0,,0.21%,,Equity,2020-07-14
0,Goldman Sachs ActiveBeta Emerging Markets Equity,32.16,31.8 - 32.33,,31.89,23.1 - 35.55,,149778.0,,,236999.0,970650000.0,,- 2.34%,,Equity,2020-07-14
0,GS Finance Large Cap Growth Index Linked Exp 2028,163.96,162.41 - 167.62,,162.41,73 - 171.25,,4211.0,,,339617.0,,,31.35%,,Equity,2020-07-14
0,Goldman Sachs Equal Weight U.S. Large Cap Equity,46.62,46.26 - 47.41,,46.26,32.02 - 52.95,,20826.0,,,47138.0,,,- 2.74%,,Equity,2020-07-14
0,Goldman Sachs Access Ultra Short Bond,50.57,50.48 - 50.59,,50.5,48.42 - 52.41,,66029.0,,,23639.0,,,0.4%,,,2020-07-14
0,Goldman Sachs JUST U.S. Large Cap Equity,45.78,45.51 - 46.44,,45.56,31.66 - 48.94,,6451.0,,,18415.0,,,6%,,Equity,2020-07-14
0,Goldman Sachs ActiveBeta Japan Equity,31.2,31.25 - 31.43,,31.25,24.16 - 34.29,,3250.0,,,4877.0,34080000.0,,0.19%,,Equity,2020-07-14
0,Goldman Sachs Hedge Industry VIP,67.42,66.44 - 68.34,,67.73,41.73 - 70.1,,5142.0,,,8520.0,31150000.0,,12.61%,,Equity,2020-07-14
0,Goldman Sachs Motif Data-Driven World,64.97,64.48 - 65.46,,64.48,41.99 - 67.18,,2198.0,,,4823.0,,,22.1%,,Equity,2020-07-14
0,Goldman Sachs Motif Finance Reimagined,60.81,60.39 - 61.21,,60.39,38.81 - 65.73,,5203.0,,,3433.0,,,5.23%,,Equity,2020-07-14
0,Goldman Sachs ActiveBeta Europe Equity,28.02,28.4 - 28.51,,28.4,20.08 - 31.97,,307.0,,,2880.0,30100000.0,,- 5.4%,,Equity,2020-07-14
0,Goldman Sachs Motif Human Evolution,60.74,60.43 - 62.19,,60.62,41.71 - 62.48,,997.0,,,5642.0,,,17.94%,,Equity,2020-07-14
0,Goldman Sachs Motif Manufacturing Revolution,61.84,61.5 - 62.7,,61.5,37.01 - 64.14,,621.0,,,2682.0,,,23.78%,,Equity,2020-07-14
0,Goldman Sachs Access Inflation Protected USD Bond,55.6,55.64 - 55.76,,55.69,49.27 - 55.76,,14318.0,,,9133.0,,,7.34%,,,2020-07-14
0,Goldman Sachs Motif New Age Consumer,73.97,72.28 - 73.97,,72.28,41.37 - 76.3,,6165.0,,,6683.0,,,37.85%,,Equity,2020-07-14
0,Claymore CEF GS Connect Due 12/10/2037,11.31,11.31 - 11.31,,11.31,7.31 - 17.89,,,,,953.0,7510000.0,,- 29.31%,,Other,2020-07-14
0,GS Connect S&P GSCI Enhanced Commodity Total Retur,14.66,13.75 - 15.28,,15.28,10.3 - 26.25,,1605.0,,,1714.0,98260000.0,,- 38.25%,,Commodity,2020-07-14
0,GraniteShares Gold Trust,17.92,17.88 - 18.03,,17.89,13.97 - 18.07,,309921.0,,,359789.0,,,27%,,Equity,2020-07-14
0,GraniteShares HIPS US High Income,11.52,11.62 - 11.66,,11.62,7.68 - 18.28,,1392.0,,,4389.0,,,- 32.47%,,Equity,2020-07-14
0,Guggenheim Invest S&P 500 Pure Value,46.81,46.27 - 47.67,10.89%,46.68,33.62 - 70,0.77,419873.0,547810000.0,3.34%,302334.0,1290000000.0,1.38,- 29.3%,11702836.0,Equity,2020-07-14
0,Guggenheim Enhanced Short Duration,50.47,50.46 - 50.49,,50.47,46.87 - 50.51,,383540.0,,,504934.0,972600000.0,,0.08%,,,2020-07-14
0,Guggenheim BulletShares 2021 Corporate Bond,21.39,21.36 - 21.41,,21.38,17.53 - 21.46,,383353.0,,,357363.0,584240000.0,,2.46%,,,2020-07-14
0,Guggenheim BulletShares 2020 Corporate Bond,21.25,21.24 - 21.26,,21.25,19.88 - 21.34,,203451.0,,,381542.0,750410000.0,,1.14%,,,2020-07-14
0,Guggenheim BulletShares 2023 Corporate Bond,21.8,21.79 - 21.82,,21.8,17.55 - 21.84,,274564.0,,,244546.0,151360000.0,,5.91%,,,2020-07-14
0,Guggenheim Invest S&P 500 Equal Weight,101.59,100.97 - 103.35,1.71%,101.26,70.56 - 118.98,1.25,1397200.0,11750000000.0,2.11%,1830093.0,9800000000.0,1.12,- 7.43%,115652663.0,Equity,2020-07-14
0,Guggenheim CurrencyShares Euro,107.04,107.18 - 107.62,,107.23,100.64 - 108.57,,78947.0,,,92699.0,218890000.0,,- 0.21%,,Currency,2020-07-14
0,Guggenheim Solar,41.02,40.31 - 43.05,,40.73,21.14 - 43.07,,751516.0,,,331517.0,180900000.0,,42.68%,,Equity,2020-07-14
0,Guggenheim BulletShares 2022 High Yield Corp Bond,22.5,22.53 - 22.59,,22.52,18.93 - 24.58,,2102804.0,,,312563.0,103360000.0,,4.08%,,,2020-07-14
0,Guggenheim BulletShares 2022 Corporate Bond,21.85,21.82 - 21.87,,21.84,18.6 - 21.93,,372775.0,,,403145.0,431220000.0,,4.42%,,,2020-07-14
0,Guggenheim BulletShares 2025 Corporate Bond,22.31,22.31 - 22.32,,22.3,18.66 - 22.34,,141528.0,,,135730.0,51420000.0,,9.24%,,,2020-07-14
0,Guggenheim CurrencyShares Japanese Yen,88.3,88.19 - 88.35,,88.19,84.62 - 93.23,,18574.0,,,93747.0,163020000.0,,- 0%,,Currency,2020-07-14
0,Guggenheim Invest BulletShares 2020 High Yield Cor,23.32,23.3 - 23.34,,23.3,21.03 - 23.93,,840454.0,,,228168.0,338170000.0,,1.06%,,,2020-07-14
0,Guggenheim BulletShares 2027 Corporate Bond,21.91,21.94 - 21.99,,21.94,17.9 - 21.99,,14450.0,,,65882.0,,,11.65%,,,2020-07-14
0,Guggenheim BulletShares 2021 High Yield Corp Bond,22.84,22.85 - 22.9,,22.84,19.83 - 24.84,,194725.0,,,370477.0,104300000.0,,3.35%,,,2020-07-14
0,Guggenheim Invest China Technology,71.52,69.51 - 71,,70.18,40.24 - 73.98,,242224.0,,,175267.0,54750000.0,,61.12%,,Equity,2020-07-14
0,Guggenheim BulletShares 2024 Corporate Bond,22.16,22.14 - 22.17,,22.14,17.95 - 22.17,,267349.0,,,217289.0,140910000.0,,7.81%,,,2020-07-14
0,Guggenheim Invest S&P Global Water,37.66,37.62 - 38.31,,37.62,27.65 - 43.69,,37052.0,,,48352.0,474320000.0,,0.27%,,Equity,2020-07-14
0,Guggenheim Invest S&P 500 Pure Growth,130.44,128.87 - 132.62,12.27%,129.65,84.27 - 136.48,0.53,77619.0,2270000000.0,0.82%,90715.0,2150000000.0,1.11,6.53%,17400299.0,Equity,2020-07-14
0,Guggenheim Invest Defensive Equity,52.26,52.27 - 52.96,,52.32,37.01 - 59.51,,26893.0,,,29444.0,170420000.0,,- 3.17%,,Equity,2020-07-14
0,Guggenheim BulletShares 2023 High Yield Corp Bond,24.15,24.17 - 24.24,,24.1,20 - 26.32,,95575.0,,,144964.0,29340000.0,,5.18%,,,2020-07-14
0,Guggenheim Invest S&P 500 Equal Weight Technology,198.0,195.84 - 200.53,,196.56,135.78 - 212.55,,21183.0,,,34390.0,1038000000.0,,7.35%,,Equity,2020-07-14
0,Guggenheim Invest Mid-Cap Core,61.22,61.11 - 62.3,,61.16,40.82 - 83.29,,13153.0,,,20015.0,161030000.0,,- 15.83%,,Equity,2020-07-14
0,Guggenheim BulletShares 2024 High Yield Corp,23.69,23.67 - 23.68,,23.68,19.64 - 25.54,,98956.0,,,76738.0,12670000.0,,7.34%,,Equity,2020-07-14
0,Guggenheim BulletShares 2025 High Yield Corporate,22.92,23 - 23.11,,22.92,18.47 - 24.93,,83245.0,,,62644.0,,,9.23%,,,2020-07-14
0,Guggenheim BulletShares 2026 Corporate,21.57,21.6 - 21.62,,21.55,17.82 - 21.66,,25472.0,,,68384.0,20130000.0,,10.7%,,Equity,2020-07-14
0,Guggenheim S&P 500 Top 50,246.09,243.34 - 249.35,11.79%,245.06,168.4 - 253.98,2.87,55844.0,1430000000.0,1.48%,62441.0,518559999.99999994,0.98,13.78%,5800785.0,Equity,2020-07-14
0,Guggenheim Invest S&P SmallCap 600 Pure Value,45.0,44.82 - 46.18,5.29%,45.0,30.47 - 70.8,0.43,4336.0,87750000.0,1.29%,24334.0,186780000.0,1.67,- 27.5%,1950040.0,Equity,2020-07-14
0,Guggenheim CurrencyShares Australian Dollar,69.33,69.25 - 69.62,,69.25,57.49 - 70.75,,9484.0,,,27714.0,175720000.0,,- 1.24%,,Currency,2020-07-14
0,Guggenheim Invest S&P 500 Equal Weight Energy,25.89,25.69 - 26.91,,25.73,15.91 - 49.03,,23916.0,,,112951.0,300190000.0,,- 47.06%,,Equity,2020-07-14
0,Guggenheim CurrencyShares British Pound Sterling,121.59,120.85 - 121.65,,120.85,110.96 - 129.57,,29472.0,,,24858.0,297410000.0,,- 0.27%,,Currency,2020-07-14
0,Guggenheim Invest S&P MidCap 400 Pure Value,49.5,49.17 - 50.57,8.43%,49.17,33.21 - 70.72,0.65,4358.0,56950000.0,2.91%,6264.0,127910000.0,1.62,- 25.65%,1150499.0,Equity,2020-07-14
0,Guggenheim Invest Multi-Asset Income,16.12,16.05 - 16.29,-,16.17,10.95 - 23.57,,17435.0,116890000.0,4.38%,31650.0,403930000.0,1.23,- 28.26%,7251000.0,Equity,2020-07-14
0,Guggenheim Invest S&P 500 Equal Weight Utilities,93.3,93.42 - 94.55,,93.61,70.27 - 115.7,,10216.0,,,27448.0,163300000.0,,- 7.01%,,Equity,2020-07-14
0,Guggenheim Total Return Bond,57.49,57.64 - 57.73,,57.65,48.29 - 57.73,,29176.0,,,54653.0,,,8.2%,,,2020-07-14
0,Guggenheim CurrencyShares Swiss Franc,97.38,97.48 - 97.7,,97.53,92.07 - 99.66,,26605.0,,,54109.0,148870000.0,,3.4%,,Currency,2020-07-14
0,Guggenheim Invest S&P 500 Equal Weight Consumer St,136.95,137.39 - 139.66,,137.39,108.85 - 149.15,,9091.0,,,22990.0,504460000.0,,0.48%,,Equity,2020-07-14
0,Guggenheim Invest S&P 500 Equal Weight Health Care,222.8,222.19 - 228.05,,222.19,157.99 - 232.37,,5039.0,,,13994.0,490520000.0,,9.56%,,Equity,2020-07-14
0,Guggenheim Invest S&P 500 Equal Weight Financials,37.38,36.88 - 37.53,,37.26,26 - 48.23,,15538.0,,,45309.0,378320000.0,,- 16.13%,,Equity,2020-07-14
0,Guggenheim Dow Jones Industrial Average Dividend,33.65,33.48 - 34.35,,33.48,25.21 - 39.97,,343337.0,,,48959.0,,,- 11.33%,,Equity,2020-07-14
0,Guggenheim CurrencyShares Canadian Dollar,72.42,72.31 - 72.41,,72.31,67.34 - 76.19,,8338.0,,,32347.0,188250000.0,,- 4.31%,,Currency,2020-07-14
0,Guggenheim Invest Raymond James SB-1 Equity,37.52,37.43 - 38.09,,37.53,23.16 - 48.68,,8158.0,,,6290.0,190500000.0,,- 16.66%,,Equity,2020-07-14
0,Guggenheim S&P Spin-Off,37.79,37.35 - 38.5,,37.35,21.65 - 50.94,,3859.0,,,6577.0,206960000.0,,- 24.39%,,Equity,2020-07-14
0,Guggenheim MSCI Global Timber,24.54,24.43 - 25.1,,24.45,17.5 - 29.74,,10364.0,,,14637.0,187380000.0,,- 8.26%,,Equity,2020-07-14
0,Guggenheim Invest S&P 500 Equal Weight Industrials,119.22,118.68 - 121.8,,118.86,80.62 - 141.39,,4677.0,,,34095.0,194520000.0,,- 6.39%,,Equity,2020-07-14
0,Guggenheim Invest S&P SmallCap 600 Pure Growth,98.32,98.54 - 99.99,10.24%,98.54,62.02 - 122.12,0.34,2431.0,108150000.0,0.89%,5024.0,150830000.0,1.38,- 12.05%,1100004.0,Equity,2020-07-14
0,Guggenheim S&P 500 Equal Weight Real Estate,25.58,25.59 - 25.72,,25.6,18.74 - 33.55,,2224.0,,,8139.0,28970000.0,,- 16.46%,,Equity,2020-07-14
0,Guggenheim Invest S&P 500 Equal Weight Materials,104.15,105.41 - 106.52,,105.71,69.08 - 116.9,,3301.0,,,5801.0,158620000.0,,- 4.47%,,Equity,2020-07-14
0,Guggenheim Invest S&P MidCap 400 Pure Growth,147.22,146.67 - 151.25,8.46%,147.28,91.53 - 160.58,0.73,5686.0,294440000.0,0.49%,8752.0,724260000.0,1.24,- 2.11%,2000021.0,Equity,2020-07-14
0,Guggenheim Invest S&P 500 Equal Weight Consumer Di,88.28,87.19 - 89.3,,87.81,55.72 - 113.01,,2847.0,,,17020.0,80550000.0,,- 17.35%,,Equity,2020-07-14
0,Guggenheim S&P SmallCap 600 EW,44.87,44.66 - 45.45,,45.33,28.85 - 57.89,,2007.0,,,4733.0,32020000.000000004,,- 15.97%,,Equity,2020-07-14
0,Guggenheim S&P MidCap 400 EW,56.91,56.87 - 57.63,,57.14,37.42 - 68.89,,9797.0,,,9192.0,122970000.0,,- 12.15%,,Equity,2020-07-14
0,Hartford Schroders Tax Aware Bond,21.74,21.75 - 21.75,,21.75,19.19 - 22.76,,104.0,,,12724.0,,,3.77%,,,2020-07-14
0,Hartford Total Return Bond,42.09,42.13 - 42.27,,42.13,36.92 - 43.01,,7673.0,,,32222.0,,,3.48%,,,2020-07-14
0,Hartford Municipal Opportunities,42.14,42.18 - 42.23,,42.19,37.9 - 44.52,,5570.0,,,34580.0,,,1.1%,,Equity,2020-07-14
0,Hartford Multifactor Low Volatility US Equity,27.49,27.91 - 27.91,,27.91,20.45 - 32.76,,,,,1285.0,,,- 10.49%,,Equity,2020-07-14
0,Hartford Multifactor Low Volatility International,23.48,23.85 - 23.85,,23.85,17.76 - 28.08,,,,,66.0,,,- 14.24%,,Equity,2020-07-14
0,Horizons SP 500 Covered Call,42.33,42.23 - 43.47,,42.48,33.92 - 52.89,,13155.0,,,32082.0,62690000.0,,- 15.66%,,Equity,2020-07-14
0,Horizons DAX Germany,26.78,26.72 - 27.24,,26.75,17 - 28.66,,8417.0,,,14659.0,14170000.0,,1.67%,,Equity,2020-07-14
0,Hoya Capital Housing,25.15,25.31 - 25.56,,25.41,15.66 - 31.33,,1199.0,,,3485.0,,,- 7.81%,,Equity,2020-07-14
0,iM DBi Managed Futures Strategy,24.74,24.74 - 24.83,,24.74,24.02 - 28.53,,645.0,,,16777.0,,,- 3.74%,,Other,2020-07-14
0,Impact Shares YWCA Womens Empowerment,23.49,23.7 - 23.7,,23.7,16.63 - 24.63,,56.0,,,745.0,,,11.06%,,Equity,2020-07-14
0,IQ Ultra Short Duration,49.46,49.47 - 49.49,,49.47,47.63 - 53.12,,3057.0,,,11760.0,,,,,,2020-07-14
0,IQ Short Duration Enhanced Core Bond US,24.29,24.32 - 24.32,,24.32,21.1 - 25.91,,,,,79.0,,,- 4.75%,,,2020-07-14
0,IQ 500 International,23.89,24.23 - 24.33,,24.23,18.41 - 28.82,,63289.0,,,7074.0,,,- 11.09%,,Equity,2020-07-14
0,Innovator S&P 500 Power Buffer October,25.39,25.36 - 25.5,,25.36,20.53 - 25.63,,2516.0,,,72152.0,,,- 0.16%,,Equity,2020-07-14
0,Innovator IBD 50,35.11,34.26 - 35.57,,34.78,24.03 - 37.12,,187485.0,,,97820.0,37510000.0,,- 1.6%,,Equity,2020-07-14
0,Elkhorn Lunt Low Vol High Beta Tactical,30.0,29.61 - 30.41,,29.61,21 - 42.12,,3932.0,,,64813.0,,,- 16.24%,,Equity,2020-07-14
0,Innovator S&P 500 Ultra Buffer October,25.07,25.01 - 25.22,,25.01,21.25 - 25.47,,2403.0,,,42673.0,,,- 0.75%,,Equity,2020-07-14
0,Innovator S&P 500 Buffer October,26.21,26.14 - 26.43,,26.14,19.89 - 26.96,,7654.0,,,27403.0,,,3.11%,,Equity,2020-07-14
0,Innovator Loup Frontier Tech,31.67,31.16 - 31.93,,31.51,17.75 - 32.99,,3185.0,,,2730.0,,,32.46%,,Equity,2020-07-14
0,Elkhorn S&P High Quality Preferred,23.48,23.41 - 23.65,,23.65,16.61 - 26.41,,21738.0,,,22864.0,,,- 1.53%,,Equity,2020-07-14
0,Innovator IBD ETF Leaders,21.47,21.67 - 21.67,,21.67,16.09 - 23.94,,80.0,,,1236.0,,,- 1.15%,,Equity,2020-07-14
0,Innovator S&P 500 Power Buffer - January,28.25,28.15 - 28.47,,28.2,22.74 - 29.2,,53698.0,,,64071.0,,,1.99%,,Equity,2020-07-14
0,Innovator S&P 500 Ultra Buffer - July,25.31,25.29 - 25.51,,25.36,21.89 - 26.6,,31551.0,,,80842.0,,,- 2.84%,,Equity,2020-07-14
0,Innovator S&P 500 Power Buffer - July,26.88,26.72 - 27.05,,26.9,21.7 - 27.51,,26467.0,,,135247.0,,,2.91%,,Equity,2020-07-14
0,Innovator S&P 500 Buffer - January,28.81,28.8 - 29.15,,28.8,21.69 - 30.2,,13932.0,,,30325.0,,,- 1.13%,,Equity,2020-07-14
0,Innovator S&P 500 Ultra Buffer - January,27.82,27.8 - 28.14,,27.84,23.69 - 28.58,,35523.0,,,65804.0,,,1.79%,,Equity,2020-07-14
0,Innovator S&P 500 Power Buffer - April,26.06,26.03 - 26.16,,26.03,22.06 - 26.66,,5614.0,,,67590.0,,,0.23%,,Equity,2020-07-14
0,Innovator S&P 500 Ultra Buffer - August,26.01,25.99 - 26.24,,25.99,22.14 - 26.38,,521.0,,,14133.0,,,,,Equity,2020-07-14
0,Innovator S&P 500 Power Buffer - August,25.94,25.92 - 26.13,,26.01,20.88 - 26.25,,2146.0,,,11517.0,,,,,Equity,2020-07-14
0,Innovator S&P 500 Buffer ETF - April,27.72,27.69 - 27.92,,27.69,21.34 - 28.8,,7753.0,,,20269.0,,,5.08%,,Equity,2020-07-14
0,Innovator S&P 500 Buffer - August,26.41,26.74 - 26.85,,26.74,19.73 - 27.28,,300.0,,,14874.0,,,,,Equity,2020-07-14
0,Innovator MSCI EAFE Power Buffer \July,22.64,22.68 - 22.79,,22.73,18.37 - 24.95,,3788.0,,,25518.0,,,- 2.33%,,Equity,2020-07-14
0,Innovator MSCI Emerging Markets Power Buffer July,24.98,24.73 - 24.99,,24.82,19.87 - 26.25,,10767.0,,,13130.0,,,- 1.19%,,Equity,2020-07-14
0,Innovator S&P 500 Power Buffer,28.24,28.15 - 28.45,,28.2,22.41 - 28.58,,3426.0,,,104697.0,,,6.61%,,Equity,2020-07-14
0,Innovator S&P 500 Buffer,28.35,28.34 - 28.61,,28.34,22.22 - 28.89,,2052.0,,,32175.0,,,4.65%,,Equity,2020-07-14
0,Innovator S&P 500 Ultra Buffer - April,24.22,24.2 - 24.33,,24.21,22.45 - 26.76,,2011.0,,,14741.0,,,- 6.74%,,Equity,2020-07-14
0,Innovator S&P 500 Ultra Buffer,26.81,27.05 - 27.06,,26.81,22.68 - 27.52,,400.0,,,42132.0,,,1.44%,,Equity,2020-07-14
0,Innovator S&P 500 Buffer - July,27.18,27.08 - 27.45,,27.08,21.08 - 28.38,,12710.0,,,89217.0,,,3.35%,,Equity,2020-07-14
0,Invesco 1-30 Laddered Treasury,39.71,39.73 - 39.92,,39.87,33.7 - 41.55,,12185.0,,,147624.0,,,17.69%,,,2020-07-14
0,Invesco Buyback Achievers,58.07,57.41 - 58.52,,57.61,39.13 - 70.7,,104595.0,,,76989.0,,,- 9.24%,,Equity,2020-07-14
0,Direxion Russell 1000 Value Over Growth,40.64,41.1 - 43.35,,41.1,32.71 - 60.51,,13720.0,,,4949.0,,,- 25.79%,,Equity,2020-07-14
0,Direxion Russell 1000 Growth Over Value,86.9,83.22 - 87.41,,86.9,53.02 - 90.04,,10204.0,,,6960.0,,,42.27%,,Equity,2020-07-14
0,Invesco BulletShares 2028 Corporate Bond,23.04,23.09 - 23.15,,23.02,18.62 - 23.15,,61101.0,,,16112.0,,,12.27%,,,2020-07-14
0,Invesco S&P 500 Equal Weight Communication Svc,25.17,25.19 - 25.57,,25.19,18.1 - 27.62,,2021.0,,,7769.0,,,- 4.3%,,Equity,2020-07-14
0,Direxion Russell Small Over Large Cap,43.14,43.77 - 43.77,,43.77,29.58 - 56.53,,,,,1171.0,,,- 18.03%,,Equity,2020-07-14
0,Invesco BulletShares 2026 High Yield Corporate Bon,24.07,24.08 - 24.21,,24.05,19.58 - 26.3,,55499.0,,,35291.0,,,9.75%,,,2020-07-14
0,Direxion MSCI Cyclicals Over Defensives,70.73,71.24 - 71.24,,71.24,45.3 - 73.58,,442.0,,,904.0,,,13.79%,,Equity,2020-07-14
0,Direxion FTSE Russell US Over International,64.46,65.43 - 65.43,,65.43,44.74 - 68.78,,4.0,,,1083.0,,,8.03%,,Equity,2020-07-14
0,Direxion MSCI Developed Over Emerging Markets,49.9,50.88 - 50.88,,50.88,38 - 59.5,,,,,2272.0,,,- 8.81%,,Equity,2020-07-14
0,Direxion FTSE Russell International Over US,47.76,48.14 - 48.14,,48.14,35.33 - 55.47,,20.0,,,730.0,,,- 8.21%,,Equity,2020-07-14
0,Direxion MSCI Defensives Over Cyclicals,47.53,48.69 - 48.69,,48.69,37.65 - 55,,,,,1363.0,,,- 7.51%,,Equity,2020-07-14
0,Direxion MSCI Emerging Over Developed Markets,52.33,52.27 - 52.27,,52.27,36.32 - 55.87,,,,,1916.0,,,1.57%,,Equity,2020-07-14
0,Direxion Russell Large Over Small Cap,67.23,68.08 - 68.08,,68.08,46.45 - 68.47,,6.0,,,2022.0,,,12.8%,,Equity,2020-07-14
0,Barclays iPath Series B S&P 500 VIX Short-Term Fut,35.24,33.12 - 36.01,,35.27,13.15 - 78.84,,46123380.0,,,28408218.0,,,54.56%,,Equity,2020-07-14
0,iPath Series B Bloomberg Coffee Subindex Total Ret,30.32,29.87 - 30.3,,30.02,29.22 - 45.6,,24695.0,,,69059.0,,,- 16.93%,,Commodity,2020-07-14
0,iPath Series B Bloomberg Sugar Subindex Total Retu,36.2,35.87 - 36.2,,35.95,29.71 - 49.5,,2712.0,,,5191.0,,,- 14.2%,,Commodity,2020-07-14
0,iPath Series B Bloomberg Precious Metals Subindex,62.63,61.97 - 62.73,,61.97,48.82 - 62.89,,300.0,,,486.0,,,25.44%,,Commodity,2020-07-14
0,iPath Series B Bloomberg Industrial Metals Subinde,42.62,42.18 - 42.69,,42.18,34.5 - 45.64,,592.0,,,267.0,,,- 1.62%,,Commodity,2020-07-14
0,iPath Series B Bloomberg Nickel Subindex Total Ret,54.56,54.18 - 54.18,,54.18,44.01 - 73.92,,139.0,,,1307.0,,,0.63%,,Commodity,2020-07-14
0,iPath Series B Bloomberg Agriculture Subindex Tota,38.57,38.53 - 38.7,,38.55,36.13 - 45.54,,715.0,,,912.0,,,- 15.66%,,Commodity,2020-07-14
0,IQ Merger Arbitrage,31.62,31.57 - 31.79,,31.57,26.21 - 33.56,,101388.0,,,156879.0,149270000.0,,0.09%,,Equity,2020-07-14
0,IQ Chaikin US Large Cap,23.39,23.55 - 23.65,,23.55,16.23 - 27.76,,18175.0,,,4405.0,,,- 7.48%,,Equity,2020-07-14
0,IQ Chaikin US Small Cap,21.02,20.92 - 21.3,,20.92,13.57 - 28.05,,354241.0,,,12070.0,,,- 16.25%,,Equity,2020-07-14
0,IQ Hedge Multi-Strategy Tracker,30.61,30.56 - 30.67,,30.62,26.58 - 32.01,,43442.0,,,238505.0,1152000000.0,,0.59%,,Other,2020-07-14
0,IQ 50 Percent Hedged FTSE International,19.47,19.53 - 19.78,,19.53,14.67 - 22.26,,19475.0,,,59115.0,168790000.0,,- 4.61%,,Equity,2020-07-14
0,IQ US Real Estate Small Cap,17.33,17.26 - 17.51,,17.37,12.96 - 27.07,,12147.0,,,14851.0,94660000.0,,- 31.01%,,Other,2020-07-14
0,IQ Enhanced Core Plus Bond US,19.91,19.94 - 19.95,,19.94,18.68 - 21.4,,2912.0,,,9928.0,197860000.0,,2.79%,,Equity,2020-07-14
0,IQ Global Resources,25.03,25.27 - 25.41,,25.28,19.54 - 27.61,,1100.0,,,7733.0,183970000.0,,- 7.3%,,Equity,2020-07-14
0,IQ Hedge Long Short Tracker,23.08,23.15 - 23.15,,23.15,17.29 - 23.56,,280.0,,,1613.0,1970000.0,,5.34%,,Other,2020-07-14
0,IQ MacKay Shields Municipal Intermediate,26.26,26.29 - 26.33,,26.33,22.05 - 26.83,,3698.0,,,5404.0,,,0.81%,,Equity,2020-07-14
0,IQ Leaders GTAA Tracker,23.1,23.12 - 23.33,,23.14,18.33 - 25.69,,1769.0,,,2069.0,34080000.0,,- 4.86%,,Other,2020-07-14
0,IQ 50 Percent Hedged FTSE Europe,18.71,19.02 - 19.02,,19.02,13.8 - 21.31,,,,,1744.0,28740000.0,,- 4.74%,,Equity,2020-07-14
0,IQ Hedge Macro Tracker,26.98,27.03 - 27.04,,27.03,21.76 - 27.08,,211.0,,,921.0,8750000.0,,2.66%,,Other,2020-07-14
0,IQ 50 Percent Hedged FTSE Japan,20.22,20.37 - 20.37,,20.37,15.44 - 22.32,,90.0,,,3741.0,27240000.0,,1.71%,,Equity,2020-07-14
0,IQ Global Agribusiness Small Cap,30.57,30.44 - 30.83,,30.44,22.66 - 33.19,,602.0,,,1385.0,14620000.0,,- 6.4%,,Equity,2020-07-14
0,IQ Hedge Event-Driven Tracker,21.95,22 - 22,,22.0,17.7 - 22.16,,75.0,,,778.0,3030000.0,,2.38%,,Other,2020-07-14
0,IQ Real Return,27.13,27 - 27.14,,27.12,25.1 - 28.52,,2028.0,,,3356.0,28390000.0,,- 3.07%,,Other,2020-07-14
0,IQ Hedge Market Neutral Tracker,26.45,26.44 - 26.51,,26.49,23.78 - 27.17,,8432.0,,,3794.0,11320000.0,,0.23%,,Other,2020-07-14
0,iShares MSCI Emerging Markets,42.95,42.35 - 43.13,- 26.56%,42.45,30.09 - 46.32,0.84,56528028.0,23520000000.0,2.08%,50070387.0,22120000000.0,0.93,0.84%,547650000.0,Equity,2020-07-14
0,iShares Silver,17.73,17.67 - 18,- 15.56%,17.71,10.86 - 18.35,,35495226.0,9720000000.0,,27134351.0,4670000000.0,0.46,24.33%,553650000.0,Commodity,2020-07-14
0,iShares China Large-Cap,44.04,43.23 - 43.88,- 3.92%,43.27,33.1 - 45.9,0.75,25200737.0,3420000000.0,2.55%,25166503.0,6790000000.0,0.88,4.53%,77550000.0,Equity,2020-07-14
0,iShares iBoxx $ High Yield Corporate Bond,82.04,82.04 - 82.78,5.21%,82.04,67.52 - 88.53,5.0,31929731.0,27350000000.0,5.2%,29360715.0,20510000000.0,0.4,- 5.63%,333400000.0,,2020-07-14
0,iShares Gold,17.21,17.15 - 17.3,- 9.65%,17.15,13.4 - 17.36,,21412657.0,26810000000.0,,22061160.0,5750000000.0,0.02,27.1%,1561800000.0,Commodity,2020-07-14
0,iShares MSCI Brazil Capped,30.0,29.61 - 30.87,- 18.37%,29.73,20.14 - 48.48,1.38,33143914.0,5380000000.0,3.44%,29758512.0,3580000000.0,1.15,- 35.25%,179350000.0,Equity,2020-07-14
0,iShares MSCI EAFE,61.93,61.98 - 62.91,- 0.32%,62.05,45.73 - 70.42,1.7,35121295.0,46220000000.0,2.64%,31402670.0,61770000000.0,0.84,- 5.88%,746400000.0,Equity,2020-07-14
0,iShares US Real Estate,77.54,77.23 - 78.34,12.73%,77.36,56.27 - 100.75,2.7,4973396.0,2930000000.0,3.46%,7063809.0,5250000000.0,0.81,- 13.63%,38150000.0,Other,2020-07-14
0,iShares Russell 2000,139.52,138.64 - 141.98,6.42%,139.43,95.69 - 170.56,1.59,28113961.0,34460000000.0,1.45%,37327778.0,35680000000.0,1.25,- 10.63%,255300000.0,Equity,2020-07-14
